FP2-F4 ,F4 -C4 ,C4 -P4 ,P4 -O2 ,FP2-F8 ,F8 -T4 ,T4 -T6 ,T6 -O2 ,FP1-F3 ,F3 -C3 ,C3 -P3 ,P3 -O1 ,FP1-F7 ,F7 -T3 ,T3 -T5 ,T5 -O1 ,T6 -A1 ,O1 -A1 ,O2 -A1 
47,53,4,-133,35,-28,46,-82,-25,36,1,-17,-58,68,-13,-2,20,0,101
48,57,3,-131,40,-25,49,-88,-32,40,-1,-15,-63,69,-7,-7,6,0,94
47,59,3,-130,42,-24,52,-92,-38,49,-4,-9,-67,70,1,-6,-8,-10,84
46,58,5,-128,45,-25,57,-95,-43,57,-7,2,-68,70,7,0,-21,-25,73
45,56,10,-127,47,-27,60,-96,-48,61,-8,14,-67,67,9,9,-31,-39,65
45,54,14,-129,47,-28,61,-96,-52,62,-9,23,-66,63,9,18,-31,-46,64
45,52,15,-131,46,-29,59,-96,-56,62,-9,25,-66,59,6,24,-24,-45,71
45,51,13,-132,45,-30,54,-93,-57,60,-9,21,-66,57,0,24,-13,-36,80
41,51,8,-133,41,-33,49,-90,-58,59,-9,8,-67,56,-3,15,-1,-23,89
34,51,-1,-131,34,-37,44,-88,-56,58,-11,-8,-68,54,-5,2,8,-9,95
24,52,-10,-126,26,-43,43,-85,-52,55,-14,-19,-67,50,-4,-9,11,0,95
13,52,-16,-122,17,-51,45,-84,-46,52,-18,-25,-66,46,-3,-14,6,1,90
0,53,-19,-119,9,-58,50,-86,-42,48,-22,-28,-67,41,-1,-17,-2,-3,83
-14,53,-19,-116,1,-65,54,-86,-41,43,-24,-28,-72,39,0,-17,-10,-7,76
-26,51,-16,-113,-5,-73,57,-84,-42,36,-26,-25,-80,37,1,-15,-15,-14,68
-32,48,-11,-114,-7,-78,57,-80,-42,31,-27,-21,-88,37,2,-11,-18,-23,61
-34,46,-7,-117,-7,-82,52,-73,-40,26,-26,-17,-92,40,2,-7,-19,-35,54
-33,44,-3,-119,-7,-81,42,-66,-37,21,-25,-12,-92,44,-1,-3,-16,-45,50
-34,42,-2,-123,-8,-78,31,-62,-33,18,-23,-9,-87,47,-6,0,-12,-54,50
-39,40,-2,-128,-13,-75,19,-61,-28,18,-21,-8,-81,49,-11,4,-7,-59,53
-51,36,-3,-131,-22,-74,9,-62,-26,15,-19,-9,-78,49,-14,5,-2,-58,59
-68,29,-4,-132,-34,-80,4,-65,-29,10,-17,-14,-81,47,-16,-1,2,-48,67
-89,21,-5,-132,-49,-92,6,-69,-37,3,-17,-20,-89,44,-16,-10,4,-34,73
-114,16,-8,-132,-68,-107,12,-73,-50,-7,-18,-23,-105,40,-15,-18,2,-23,75
-142,14,-10,-132,-91,-120,17,-76,-68,-18,-20,-22,-125,34,-14,-23,-2,-18,74
-173,12,-11,-132,-115,-131,21,-80,-92,-24,-22,-20,-147,31,-17,-25,-10,-21,70
-208,12,-12,-132,-141,-137,23,-85,-119,-25,-24,-16,-170,31,-21,-25,-19,-31,66
-243,15,-10,-130,-164,-138,22,-88,-145,-21,-27,-14,-190,31,-24,-24,-28,-43,59
-272,18,-6,-126,-182,-137,22,-88,-168,-14,-29,-13,-205,31,-23,-27,-37,-54,50
-295,22,1,-122,-196,-137,24,-85,-186,-2,-31,-14,-213,30,-18,-33,-45,-62,40
-312,27,8,-116,-208,-136,30,-79,-201,10,-32,-13,-214,25,-8,-39,-48,-67,30
-321,31,15,-108,-217,-133,36,-70,-212,17,-30,-9,-212,18,4,-43,-49,-69,20
-324,35,20,-103,-222,-129,40,-61,-216,18,-25,-5,-208,11,11,-42,-48,-70,13
-319,37,22,-101,-224,-124,40,-53,-215,16,-21,-1,-201,5,12,-36,-43,-68,10
-307,37,20,-102,-222,-118,36,-49,-210,14,-20,2,-193,1,5,-28,-37,-63,11
-291,37,16,-105,-213,-115,32,-46,-201,12,-22,2,-183,1,-7,-20,-31,-54,15
-272,38,13,-108,-200,-114,29,-45,-191,12,-27,2,-174,3,-18,-14,-26,-45,18
-254,36,11,-109,-187,-114,29,-43,-183,17,-33,5,-165,4,-24,-10,-20,-39,23
-238,33,11,-108,-175,-113,30,-43,-177,23,-38,9,-157,5,-24,-7,-14,-36,29
-222,30,12,-103,-162,-111,34,-44,-168,27,-39,14,-150,6,-19,-4,-7,-35,36
-206,29,13,-98,-149,-107,36,-43,-156,31,-36,17,-140,9,-11,-3,0,-34,43
-188,31,13,-95,-134,-99,36,-41,-140,36,-31,13,-125,12,-2,-7,9,-29,49
-168,39,12,-95,-118,-90,34,-39,-118,42,-27,5,-105,14,6,-14,18,-21,57
-146,51,11,-100,-100,-80,33,-37,-91,49,-25,-4,-83,21,12,-20,25,-13,62
-122,64,14,-105,-78,-70,33,-34,-64,56,-22,-12,-64,31,15,-25,27,-10,60
-95,77,17,-108,-51,-63,35,-30,-38,61,-18,-17,-47,43,17,-26,24,-10,54
-67,87,22,-110,-21,-58,39,-29,-16,65,-14,-18,-35,56,18,-23,19,-13,48
-41,94,28,-108,8,-51,44,-29,1,65,-5,-17,-26,68,20,-18,14,-17,42
-18,98,33,-104,34,-43,48,-29,14,63,7,-17,-19,78,24,-15,9,-17,38
1,100,37,-98,55,-35,52,-32,25,61,17,-17,-14,85,29,-14,6,-13,38
17,97,41,-92,70,-25,54,-37,34,61,22,-16,-9,89,33,-12,4,-8,40
33,89,45,-85,81,-14,55,-41,42,62,21,-12,-1,89,35,-10,2,-3,43
48,78,49,-78,92,-6,57,-46,51,64,14,-4,11,87,31,-5,-1,0,45
60,67,51,-71,104,-6,59,-50,59,69,3,5,27,81,25,1,-1,2,49
66,58,52,-67,115,-13,61,-54,65,73,-9,11,46,72,18,4,4,8,57
66,55,50,-67,121,-22,63,-57,71,74,-19,15,62,64,10,4,13,16,70
60,61,46,-69,123,-32,66,-61,78,74,-27,16,73,60,5,2,21,25,82
54,71,38,-70,124,-37,68,-62,84,72,-33,16,78,59,3,-1,29,33,91
52,82,30,-69,126,-36,66,-60,88,69,-37,15,77,61,3,-6,36,39,95
54,93,23,-66,127,-30,62,-55,88,66,-38,14,71,64,6,-10,41,42,95
60,101,18,-62,129,-21,55,-47,86,63,-36,14,64,66,12,-14,43,40,90
67,105,16,-59,130,-10,46,-37,82,60,-31,13,57,65,19,-17,44,34,81
70,104,18,-61,126,-1,37,-32,78,58,-24,9,51,64,25,-19,45,30,76
70,100,22,-68,118,9,29,-31,73,55,-17,4,44,63,27,-19,44,27,74
70,95,26,-75,108,16,26,-34,70,51,-11,-1,38,61,28,-17,41,26,74
72,90,27,-82,102,19,25,-40,67,47,-6,-6,30,60,28,-15,37,27,76
74,89,24,-90,98,20,27,-48,62,43,-1,-12,21,60,24,-13,35,33,82
76,90,17,-95,97,17,29,-55,55,38,3,-17,9,61,19,-11,36,42,91
76,93,9,-99,95,12,32,-60,47,34,4,-19,-3,63,15,-8,37,49,96
72,96,6,-101,93,6,35,-61,40,31,3,-18,-15,66,9,-4,37,53,97
64,98,6,-98,90,1,38,-59,33,31,-1,-14,-22,67,3,0,37,54,95
55,99,8,-90,89,-5,41,-52,27,32,-6,-8,-24,64,0,4,41,53,92
49,97,13,-80,89,-12,44,-43,23,35,-13,0,-21,60,-1,7,46,49,89
43,97,19,-69,90,-18,51,-33,18,40,-18,7,-15,56,1,7,52,44,85
39,97,23,-60,89,-21,60,-28,14,48,-23,12,-9,52,3,3,57,44,85
36,97,27,-59,86,-21,67,-31,11,56,-30,13,-4,53,5,-3,62,47,93
33,94,31,-68,80,-19,73,-43,9,62,-35,11,-3,58,5,-11,65,52,108
31,91,33,-84,73,-17,77,-62,9,66,-38,8,-4,63,5,-18,65,56,126
34,89,30,-104,70,-13,78,-85,10,66,-39,6,-5,66,5,-23,66,60,150
42,87,24,-126,72,-10,74,-110,11,64,-38,7,-3,65,6,-23,68,63,178
56,84,16,-147,77,-6,71,-133,13,60,-34,11,-1,64,7,-20,69,63,202
71,83,11,-164,83,1,69,-152,15,55,-31,16,1,63,6,-14,67,59,218
84,82,9,-177,86,9,68,-166,16,50,-27,20,3,61,6,-10,62,55,228
95,80,11,-187,86,17,68,-173,16,45,-21,23,6,60,5,-8,59,51,231
100,78,14,-191,84,21,69,-172,15,40,-12,23,8,57,7,-5,57,45,229
100,79,17,-189,81,22,69,-164,10,38,-2,23,10,50,11,-1,58,39,222
97,81,20,-180,79,21,69,-152,4,38,7,23,12,40,17,2,60,33,211
94,83,21,-168,81,18,70,-140,-4,39,14,25,12,29,26,7,60,27,199
92,85,20,-153,86,14,73,-129,-12,40,19,28,10,20,35,11,58,23,187
91,85,19,-140,92,11,76,-123,-17,39,22,30,6,16,40,12,58,22,180
91,85,17,-132,95,7,78,-120,-19,36,22,30,0,17,40,11,58,26,178
89,84,10,-125,95,1,81,-120,-19,30,22,27,-7,21,34,10,60,33,179
87,81,1,-119,91,-6,83,-118,-18,22,20,22,-11,26,22,10,64,40,182
84,77,-9,-112,85,-11,81,-114,-16,13,17,17,-15,28,8,11,69,47,183
83,72,-16,-103,78,-14,79,-107,-14,6,12,12,-19,27,-5,12,73,52,179
81,65,-18,-93,71,-17,78,-98,-13,2,8,7,-21,24,-13,14,74,53,172
82,56,-15,-85,66,-16,78,-89,-14,4,5,1,-21,18,-15,16,75,52,164
85,48,-10,-77,63,-14,79,-81,-14,12,3,-5,-19,11,-10,15,76,52,157
89,44,-5,-70,61,-14,85,-75,-13,23,1,-10,-15,7,-1,10,76,50,150
91,46,-3,-67,61,-15,92,-72,-10,32,1,-14,-9,5,8,4,73,48,144
90,53,-2,-68,62,-16,99,-73,-7,38,1,-16,-4,5,17,-3,67,45,139
85,64,-3,-72,64,-18,106,-79,-6,40,3,-15,-2,9,24,-9,59,39,137
78,76,-4,-79,66,-22,112,-85,-6,42,4,-11,-3,15,29,-12,52,32,136
72,85,-3,-85,67,-25,113,-86,-7,41,4,-2,-6,22,31,-10,48,24,134
69,89,-2,-86,66,-24,109,-82,-9,39,4,8,-11,27,31,-5,48,16,129
71,90,-6,-78,66,-20,103,-72,-12,35,3,18,-19,31,30,2,50,10,122
79,86,-13,-66,67,-15,95,-61,-15,25,4,28,-29,32,32,6,54,8,114
87,80,-19,-56,68,-10,87,-53,-17,11,6,34,-38,29,36,8,58,8,111
92,73,-22,-53,68,-7,82,-53,-18,-4,10,39,-44,25,38,8,63,10,115
91,67,-22,-54,66,-7,80,-57,-20,-11,11,41,-46,22,39,6,67,14,124
87,61,-19,-56,64,-9,79,-61,-22,-10,8,42,-45,19,39,4,71,17,132
83,57,-13,-59,64,-14,78,-62,-24,-2,1,43,-37,14,38,3,74,18,136
82,54,-7,-59,67,-16,77,-58,-25,10,-8,44,-28,12,35,2,75,17,133
85,55,-6,-55,72,-16,76,-52,-25,22,-15,41,-20,11,30,2,72,13,123
93,58,-8,-49,78,-13,76,-47,-25,30,-17,37,-15,10,28,2,64,6,110
100,62,-11,-45,83,-10,77,-44,-23,32,-13,31,-11,8,28,2,55,1,98
105,64,-13,-43,84,-7,79,-44,-20,27,-5,25,-9,7,25,4,47,-4,90
105,64,-16,-41,81,-5,79,-43,-18,21,4,21,-9,8,20,9,41,-9,84
101,61,-16,-39,76,-7,80,-41,-18,16,13,20,-11,10,16,16,38,-13,79
98,57,-13,-40,72,-10,79,-39,-21,12,18,20,-16,12,14,19,41,-14,80
96,53,-9,-45,70,-12,76,-38,-25,11,22,19,-22,15,15,18,44,-13,81
96,52,-6,-50,69,-9,72,-39,-28,10,25,18,-29,21,20,14,44,-12,82
98,53,-4,-56,70,-4,69,-43,-31,11,28,16,-35,26,27,7,41,-10,84
101,55,-4,-60,74,3,65,-48,-34,12,32,14,-38,28,35,-1,36,-7,84
104,58,-5,-60,77,11,60,-50,-36,12,37,11,-39,27,41,-5,27,-7,77
107,61,-6,-60,79,17,57,-51,-37,13,41,11,-38,25,43,-2,16,-12,66
108,60,-4,-58,80,21,56,-50,-36,16,42,11,-35,22,43,4,6,-18,56
106,57,1,-56,78,22,55,-46,-35,21,40,10,-32,19,42,6,1,-21,47
102,51,8,-53,72,22,57,-43,-34,25,35,8,-30,18,41,5,-1,-21,41
93,47,12,-51,64,19,60,-42,-32,27,29,8,-30,19,41,2,-3,-21,39
82,45,14,-48,57,16,62,-41,-31,28,24,12,-30,20,43,-1,-4,-23,37
70,44,16,-43,51,13,62,-39,-31,25,19,20,-29,18,44,-1,-6,-27,33
60,43,18,-38,48,13,59,-37,-31,19,16,29,-27,13,44,3,-8,-31,28
54,42,20,-33,48,15,54,-34,-31,12,13,38,-26,8,43,7,-8,-33,25
50,41,21,-29,50,19,47,-32,-28,6,11,43,-25,6,40,10,-6,-32,26
48,39,24,-27,53,23,40,-32,-22,0,8,43,-26,10,35,10,0,-25,31
47,38,27,-27,56,27,33,-30,-15,-4,6,37,-27,19,28,4,8,-15,38
47,40,28,-29,59,28,28,-28,-10,-2,3,31,-29,30,24,-3,14,-7,42
48,43,28,-31,63,25,24,-25,-8,2,0,26,-32,40,22,-9,20,-7,44
49,44,29,-35,64,22,21,-19,-8,5,0,25,-35,44,25,-12,24,-11,43
50,39,31,-38,62,16,19,-15,-11,7,1,26,-39,43,30,-12,26,-16,41
53,32,31,-40,58,10,21,-13,-15,9,2,24,-42,40,35,-13,26,-21,39
58,25,30,-41,53,7,26,-14,-17,9,2,20,-45,38,37,-16,21,-23,35
63,21,30,-43,49,9,31,-17,-16,9,3,14,-43,37,34,-18,11,-25,28
67,22,31,-44,45,17,33,-20,-11,12,2,8,-35,37,25,-16,0,-28,19
66,28,31,-45,41,28,32,-22,-6,19,0,6,-25,37,16,-10,-10,-33,11
62,36,29,-46,36,39,28,-23,-4,29,-5,7,-17,36,11,-2,-16,-37,6
55,46,24,-45,31,49,23,-22,-5,37,-10,11,-12,33,10,3,-15,-38,6
50,52,19,-44,24,53,19,-21,-7,40,-15,15,-13,30,10,6,-11,-35,9
48,54,12,-43,20,53,20,-20,-9,37,-18,18,-16,26,12,6,-8,-30,12
53,52,6,-40,19,49,22,-19,-10,29,-20,18,-21,22,13,3,-6,-23,13
59,49,2,-38,22,44,24,-19,-8,18,-20,15,-26,19,12,0,-6,-16,12
62,45,0,-39,27,40,23,-22,-5,6,-18,11,-31,15,11,-1,-10,-11,12
61,39,1,-40,31,38,20,-27,-2,-3,-15,10,-36,13,11,1,-14,-11,13
55,35,3,-40,34,36,16,-33,-3,-8,-13,12,-44,14,12,5,-17,-14,15
46,34,4,-40,34,33,13,-37,-8,-10,-10,14,-53,19,13,8,-21,-19,16
35,34,4,-38,33,28,12,-39,-14,-9,-8,15,-62,27,12,7,-22,-23,16
25,35,4,-37,30,23,11,-36,-20,-6,-6,14,-67,34,11,4,-18,-25,17
17,38,8,-37,27,17,12,-31,-23,0,-6,12,-70,42,10,0,-13,-24,18
10,41,14,-37,25,13,14,-24,-25,8,-4,7,-69,49,9,-5,-7,-20,17
6,44,24,-37,22,13,15,-15,-26,14,-1,2,-65,53,11,-10,-3,-17,12
6,44,36,-38,22,16,16,-6,-30,21,5,0,-59,51,14,-10,-2,-19,3
12,41,48,-41,25,19,17,0,-36,28,11,4,-55,46,19,-4,-6,-27,-7
23,37,55,-43,29,20,19,3,-44,32,18,10,-54,41,23,4,-11,-38,-15
35,32,53,-46,33,19,20,3,-49,31,22,16,-54,37,27,10,-13,-48,-16
42,28,46,-48,36,13,21,-3,-52,27,21,22,-54,33,29,11,-13,-52,-10
41,26,36,-49,37,4,24,-11,-47,19,15,28,-52,29,30,7,-11,-51,0
34,27,27,-47,35,-8,29,-16,-36,6,6,35,-46,27,31,0,-6,-46,9
22,29,21,-42,34,-21,35,-17,-22,-9,-2,40,-39,23,30,-8,-1,-39,16
11,30,19,-36,32,-32,41,-16,-11,-23,-8,45,-33,17,30,-11,5,-34,21
5,29,19,-30,31,-38,45,-13,-6,-32,-11,49,-33,11,32,-9,9,-32,22
6,28,17,-25,30,-39,44,-10,-6,-37,-10,50,-36,7,31,-4,13,-32,22
11,25,12,-22,31,-36,41,-10,-12,-37,-5,46,-41,5,27,2,14,-31,24
18,21,6,-23,31,-30,34,-13,-22,-32,1,39,-45,4,21,6,14,-28,26
23,18,1,-23,31,-22,25,-14,-33,-22,3,32,-47,4,16,7,15,-22,28
26,15,-1,-25,30,-17,15,-14,-42,-13,2,26,-45,4,10,5,16,-15,30
26,13,0,-29,32,-14,8,-17,-46,-5,-2,22,-42,3,6,2,15,-9,31
25,12,5,-36,36,-12,5,-22,-46,-1,-7,22,-40,2,6,0,11,-9,32
25,13,12,-44,39,-9,4,-28,-45,2,-11,22,-39,1,7,0,3,-13,31
27,16,18,-52,43,-5,6,-35,-42,4,-12,20,-38,-1,10,0,-7,-18,28
30,23,23,-61,48,-1,9,-42,-39,7,-10,16,-38,-1,15,-3,-15,-24,26
32,33,25,-69,51,2,10,-43,-35,9,-5,7,-39,2,20,-7,-17,-26,26
32,44,24,-76,51,7,7,-41,-32,11,-1,-3,-41,7,23,-13,-13,-24,27
32,53,22,-83,49,10,2,-37,-30,13,0,-9,-46,13,26,-20,-7,-21,30
31,57,19,-88,47,9,-1,-36,-29,15,-4,-13,-51,19,27,-27,-5,-18,31
29,55,14,-90,43,6,-2,-39,-28,15,-10,-17,-55,22,25,-31,-8,-18,30
26,48,8,-89,36,3,-1,-45,-28,16,-15,-18,-56,21,23,-33,-14,-22,30
23,37,2,-84,28,-1,2,-52,-28,16,-20,-16,-56,19,20,-31,-21,-28,30
19,25,-4,-76,19,-8,8,-55,-26,15,-24,-12,-56,23,13,-27,-21,-32,33
14,16,-8,-68,11,-17,15,-55,-25,13,-26,-6,-57,30,3,-20,-13,-31,41
6,10,-7,-64,2,-26,22,-53,-28,12,-27,3,-59,37,-6,-12,-1,-28,52
-5,6,-2,-62,-6,-36,30,-51,-34,12,-29,12,-61,41,-12,-7,11,-22,62
-19,5,5,-64,-15,-46,38,-50,-42,15,-31,14,-63,38,-12,-7,17,-16,67
-36,9,11,-67,-25,-52,44,-51,-51,18,-29,9,-66,28,-6,-9,16,-14,66
-52,16,12,-73,-36,-56,49,-53,-59,19,-22,-1,-69,15,5,-13,8,-16,61
-65,23,9,-78,-47,-58,51,-56,-63,18,-13,-14,-74,4,15,-17,-2,-21,54
-72,29,4,-82,-56,-60,52,-56,-62,15,-5,-23,-80,1,20,-16,-9,-28,47
-75,33,1,-86,-63,-62,51,-53,-57,12,0,-26,-84,5,20,-12,-11,-33,42
-76,34,-1,-88,-68,-64,50,-50,-48,6,5,-28,-83,10,18,-10,-9,-33,41
-77,34,-3,-87,-71,-65,49,-47,-35,0,8,-27,-76,16,16,-11,-6,-30,41
-80,36,-6,-82,-71,-65,49,-44,-22,-6,9,-23,-66,21,15,-13,-4,-27,39
-85,40,-11,-76,-71,-65,47,-43,-13,-11,9,-19,-58,26,13,-16,-5,-24,37
-94,43,-17,-71,-72,-66,43,-45,-9,-16,8,-15,-53,28,10,-18,-7,-22,37
-106,43,-22,-67,-73,-70,38,-47,-12,-19,6,-9,-50,27,9,-19,-8,-23,38
-119,37,-24,-68,-77,-78,32,-51,-22,-21,2,-2,-52,20,10,-21,-8,-25,42
-136,26,-22,-72,-86,-88,27,-58,-38,-19,-3,0,-57,10,11,-24,-10,-28,48
-157,11,-19,-76,-100,-100,25,-67,-56,-16,-6,-3,-66,0,11,-27,-13,-30,53
-178,-3,-15,-77,-117,-110,28,-74,-74,-12,-7,-11,-77,-7,11,-32,-19,-31,55
-196,-11,-12,-77,-132,-117,31,-79,-87,-8,-6,-23,-89,-8,10,-36,-27,-30,52
-211,-13,-10,-73,-143,-118,33,-79,-96,-3,-2,-36,-102,-1,5,-38,-35,-29,44
-219,-10,-6,-69,-148,-116,32,-73,-102,2,4,-44,-112,8,0,-37,-40,-30,32
-220,-3,-1,-69,-146,-109,29,-66,-104,3,11,-47,-117,14,1,-35,-43,-34,23
-214,7,4,-72,-140,-99,25,-61,-101,3,18,-43,-116,16,7,-30,-44,-40,16
-203,15,6,-74,-131,-90,23,-58,-95,0,24,-35,-113,15,15,-23,-44,-47,13
-189,22,6,-77,-120,-85,26,-59,-87,-4,26,-24,-108,11,23,-15,-42,-52,17
-173,27,4,-82,-108,-83,30,-64,-77,-9,25,-14,-103,10,27,-8,-37,-51,26
-159,31,0,-86,-94,-85,33,-68,-63,-13,24,-8,-97,13,27,-4,-29,-44,39
-143,33,-6,-87,-76,-92,35,-71,-47,-15,20,-6,-88,21,25,-5,-16,-34,54
-126,32,-11,-87,-53,-100,33,-72,-30,-13,14,-4,-78,32,23,-9,-2,-21,70
-106,27,-14,-83,-30,-106,31,-71,-13,-8,7,-1,-67,45,23,-15,11,-11,82
-80,19,-16,-75,-8,-108,32,-68,8,0,-2,4,-51,56,26,-22,19,-5,87
-50,10,-18,-63,13,-106,35,-63,33,9,-13,9,-30,65,29,-25,20,-6,82
-18,3,-20,-51,35,-101,40,-59,58,17,-21,16,-10,72,32,-24,12,-16,70
12,-2,-18,-41,54,-92,43,-54,83,22,-26,21,7,78,32,-17,0,-29,53
37,0,-13,-38,71,-79,44,-51,106,27,-28,24,22,85,29,-8,-11,-41,39
56,6,-6,-43,89,-68,43,-52,125,31,-27,26,33,94,27,1,-18,-49,33
68,16,2,-52,109,-61,39,-52,137,34,-22,29,39,104,26,8,-14,-50,37
76,28,10,-63,127,-57,34,-51,141,40,-16,29,42,114,28,11,-1,-40,50
81,41,16,-74,145,-57,28,-53,142,46,-11,29,47,120,30,9,15,-26,67
86,48,18,-82,161,-61,25,-55,143,51,-8,27,54,122,32,5,28,-12,83
92,52,16,-84,177,-68,23,-56,144,53,-3,19,59,122,33,-1,38,4,94
102,52,12,-82,193,-74,20,-55,146,53,3,8,61,122,35,-7,46,19,100
112,50,9,-77,208,-78,18,-53,147,52,8,-2,58,125,35,-12,49,29,101
121,46,8,-70,220,-79,16,-52,147,51,13,-8,52,130,37,-15,48,36,99
127,44,7,-61,232,-78,15,-51,143,50,19,-10,41,134,42,-16,45,42,96
130,43,5,-51,243,-77,16,-55,135,50,24,-7,30,136,51,-14,38,42,92
129,43,4,-42,251,-76,19,-60,122,52,28,0,17,135,61,-12,25,39,84
123,43,3,-34,257,-79,22,-66,108,55,29,5,5,133,70,-11,10,37,75
116,42,3,-29,261,-84,25,-70,95,59,29,5,-8,132,75,-11,-3,39,67
110,41,4,-26,266,-90,24,-71,82,62,25,3,-21,131,74,-11,-9,43,61
105,38,8,-26,269,-98,21,-67,74,63,18,0,-34,131,70,-12,-11,49,56
99,35,13,-28,270,-105,15,-60,72,57,11,-3,-47,133,62,-10,-9,54,51
96,29,19,-31,271,-112,11,-55,75,47,7,-3,-60,137,55,-7,-10,56,45
96,23,23,-35,271,-120,10,-54,79,34,9,-5,-72,141,52,-3,-15,52,38
95,21,22,-40,271,-128,10,-55,83,24,14,-8,-84,148,49,0,-22,43,32
92,22,17,-47,267,-134,10,-58,84,18,22,-11,-94,157,45,5,-30,29,28
90,24,11,-56,262,-135,6,-64,82,19,28,-15,-102,164,40,12,-37,13,26
89,26,5,-66,255,-132,0,-69,77,24,29,-18,-107,166,34,19,-41,-1,28
85,32,-2,-76,247,-127,-7,-74,72,29,24,-19,-111,167,24,27,-41,-11,32
83,36,-6,-85,240,-119,-17,-75,67,29,16,-20,-117,164,13,33,-39,-15,36
82,36,-7,-92,232,-111,-28,-74,59,27,7,-21,-122,158,3,33,-35,-12,38
81,32,-7,-95,227,-106,-36,-72,50,22,-2,-22,-128,151,-5,29,-33,-5,39
78,28,-7,-94,222,-105,-41,-71,40,17,-12,-21,-133,145,-11,23,-32,4,38
71,20,-7,-89,215,-106,-43,-71,31,13,-20,-17,-135,137,-12,17,-33,11,37
63,10,-6,-80,206,-106,-40,-73,23,10,-26,-10,-136,129,-7,11,-34,17,38
52,1,-3,-71,196,-107,-34,-77,19,8,-30,-3,-135,123,0,6,-36,22,41
38,-2,0,-66,186,-108,-25,-84,17,6,-30,1,-134,119,10,1,-33,29,50
22,-1,5,-76,173,-105,-19,-100,18,5,-25,1,-133,115,23,-5,-26,37,73
8,3,13,-105,160,-97,-16,-128,18,6,-16,-2,-132,112,33,-9,-19,43,109
-2,10,19,-147,146,-84,-15,-167,16,9,-7,-9,-130,114,37,-10,-17,45,150
-8,18,22,-197,134,-71,-15,-212,12,17,2,-18,-131,119,35,-10,-20,43,192
-9,25,24,-248,126,-58,-14,-261,5,26,10,-28,-134,124,30,-7,-27,40,233
-7,30,25,-287,122,-48,-12,-301,-5,35,17,-38,-140,129,25,-4,-34,41,266
-4,35,22,-307,120,-43,-10,-322,-13,42,22,-48,-145,131,21,-5,-36,46,286
-2,37,17,-311,120,-42,-9,-327,-19,46,27,-59,-148,130,22,-10,-28,58,299
-2,38,15,-308,117,-42,-10,-322,-21,45,33,-69,-149,126,26,-15,-12,72,309
-4,39,13,-301,110,-43,-9,-311,-23,40,39,-75,-151,123,29,-20,2,82,313
-8,38,10,-291,99,-43,-9,-297,-22,34,44,-79,-151,121,31,-23,11,85,308
-11,37,8,-281,86,-41,-7,-286,-21,29,47,-77,-149,119,29,-22,12,81,298
-13,37,6,-273,76,-37,-3,-278,-21,26,44,-72,-146,118,23,-18,6,72,284
-12,36,6,-265,69,-33,0,-272,-22,25,38,-64,-143,115,19,-15,-2,62,270
-7,31,5,-257,65,-27,1,-266,-24,26,28,-54,-136,110,18,-14,-4,56,262
-1,26,6,-252,63,-22,-1,-262,-26,29,18,-44,-130,104,16,-13,3,55,265
2,22,7,-252,61,-19,-4,-260,-31,33,10,-36,-128,99,17,-11,19,59,279
1,19,8,-253,60,-20,-7,-257,-38,35,3,-30,-129,92,20,-13,39,68,296
0,17,7,-251,58,-23,-9,-253,-43,32,2,-30,-132,86,24,-17,55,77,308
-4,19,4,-245,55,-25,-9,-247,-44,24,4,-33,-135,81,27,-23,65,84,311
-9,25,0,-234,53,-24,-10,-237,-43,16,6,-36,-135,78,29,-29,66,86,303
-12,32,-2,-221,52,-19,-9,-226,-41,10,9,-38,-131,73,32,-33,61,82,287
-13,37,-3,-209,52,-13,-7,-219,-38,7,12,-36,-124,69,32,-33,53,74,271
-15,42,-2,-203,50,-5,-5,-218,-36,9,11,-31,-114,67,29,-29,44,64,261
-17,47,0,-203,49,4,-4,-222,-35,18,7,-26,-103,67,23,-23,36,55,257
-17,50,1,-207,49,11,-5,-228,-34,28,0,-22,-94,67,19,-19,31,51,258
-13,49,1,-212,50,16,-5,-235,-35,34,-5,-23,-88,65,17,-22,27,54,261
-5,45,1,-214,54,18,-5,-240,-35,35,-8,-26,-85,61,18,-28,24,62,264
6,39,0,-211,60,19,-5,-240,-35,32,-8,-29,-82,55,20,-35,23,69,262
16,33,-1,-205,66,18,-3,-237,-33,23,-6,-28,-78,44,27,-37,22,73,259
23,28,-1,-197,69,15,1,-232,-30,13,-1,-23,-74,34,34,-35,20,71,251
27,25,0,-188,69,14,6,-225,-26,5,3,-16,-71,27,38,-27,14,62,238
26,26,3,-182,64,16,11,-218,-23,3,8,-8,-68,24,40,-17,5,48,223
23,31,5,-175,59,19,18,-212,-25,5,13,-4,-69,23,43,-9,-5,38,207
21,37,6,-169,55,22,26,-208,-32,10,19,-6,-73,23,46,-5,-12,32,195
19,44,6,-164,50,26,32,-204,-40,16,25,-11,-80,27,46,-3,-16,30,187
15,48,4,-160,43,30,37,-202,-44,20,31,-20,-86,32,43,-2,-15,31,186
11,51,0,-158,33,33,39,-200,-44,24,33,-29,-87,35,38,-3,-11,34,188
8,52,-4,-156,22,36,39,-196,-39,26,31,-36,-84,37,32,-3,-4,37,191
7,51,-8,-156,11,38,35,-189,-31,27,27,-38,-78,38,25,0,5,37,194
8,50,-10,-155,1,41,29,-180,-26,26,22,-36,-70,35,19,2,14,37,193
